DWA_ID_dup,Finance,V1,pct,AIOE
4.A.2.a.3.I01.D02,Finance,3.615,0.0169467850408161,6.47605534427932
4.A.2.a.3.I01.D05,Finance,3.465,0.00205415576252316,6.37750261933323
4.A.2.a.3.I01.D06,Hors finance,3.545,0.00369748037254169,6.02016552228933
4.A.2.a.3.I01.D07,Hors finance,3.00333333333333,0.0159197071595545,6.31689481356499
4.A.2.a.3.I01.D08,Hors finance,3.34384615384615,0.0919234703729114,6.50035315838792
4.A.2.a.3.I02.D01,Hors finance,3.36277777777778,0.00225957133877548,6.18742573433742
4.A.2.a.3.I03.D02,Finance,3.63514705882353,0.00421101931317248,6.58263477396911
4.A.2.a.3.I03.D03,Finance,3.54964285714286,0.0063678828638218,6.70149544820425
4.A.2.a.3.I03.D04,Finance,3.40928571428571,0.0280392261584411,6.52038786758491
4.A.2.a.4.I01.D03,Hors finance,3.57,0.00297852585565858,6.14193950813619
4.A.2.a.4.I01.D04,Hors finance,3.36045454545455,0.015611583795176,6.24698587872221
4.A.2.a.4.I01.D05,Hors finance,3.42538461538462,0.0859664186615943,6.36992678100364
4.A.2.a.4.I01.D07,Hors finance,3.49833333333333,0.0131465968801482,6.42360762607434
4.A.2.a.4.I02.D01,Hors finance,3.5875,0.00914099314322806,6.62250254596145
4.A.2.a.4.I02.D02,Finance,3.415,0.0222875900233763,6.6777491720965
4.A.2.a.4.I02.D03,Hors finance,3.06071428571429,0.09356679498293,6.66366620679739
4.A.2.a.4.I02.D04,Finance,3.55130434782609,0.0651167376719842,6.59991367930354
4.A.2.a.4.I02.D05,Hors finance,3.19428571428571,0.0170494928289422,6.62496747414353
4.A.2.a.4.I02.D06,Hors finance,3.44315789473684,0.0763118865777354,6.68655196428755
4.A.2.a.4.I02.D07,Hors finance,3.50214285714286,0.0585434392319101,6.5602566419513
4.A.2.a.4.I02.D08,Hors finance,3.52928571428571,0.0739496074508338,6.48538700623988
4.A.2.a.4.I03.D01,Finance,3.33916666666667,0.127973904005193,6.6776612589759
4.A.2.a.4.I03.D03,Hors finance,3.39444444444444,0.10507006725306,6.54101308855561
4.A.2.a.4.I04.D01,Hors finance,3.44,0.0353314791153984,6.59895412514092
4.A.2.a.4.I04.D02,Hors finance,3.50658536585366,1.25704061887605,6.61864278020938
4.A.2.a.4.I05.D01,Hors finance,3.67,0.00164332461001853,6.55646267255463
4.A.2.a.4.I05.D02,Hors finance,3.498125,0.715975991027448,6.45426352930758
4.A.2.a.4.I05.D03,Hors finance,3.66732142857143,0.0159197071595545,6.35755105122338
4.A.2.a.4.I05.D05,Hors finance,3.53214285714286,0.389057101421887,6.46195833072484
4.A.2.a.4.I05.D06,Hors finance,3.712,0.00975723987198501,6.48255318033707
4.A.2.a.4.I05.D08,Hors finance,3.53,0.0283473495228196,6.39903000536289
4.A.2.a.4.I06.D01,Finance,3.78078947368421,0.0300933819209643,6.65079203582468
4.A.2.a.4.I06.D02,Hors finance,3.84794642857143,0.031223167590352,6.17146093360737
4.A.2.a.4.I06.D03,Hors finance,4.39855263157895,0.387002945659363,6.29055499158284
4.A.2.a.4.I06.D05,Hors finance,4.4,0.00225957133877548,6.1312459666089
4.A.2.a.4.I06.D06,Hors finance,3.59785714285714,0.0443697644705003,6.24245717658994
4.A.2.a.4.I07.D01,Finance,3.53315789473684,0.00349206479628937,6.51673476069369
4.A.2.a.4.I07.D02,Hors finance,3.3255,0.316545403004819,6.6416817277782
4.A.2.a.4.I07.D03,Hors finance,3.51782608695652,0.0694304647732828,6.38926201497647
4.A.2.a.4.I07.D04,Hors finance,3.84,0.00996265544823733,6.25030448536716
4.A.2.a.4.I07.D05,Hors finance,3.32916666666667,0.361839537568455,6.47696179429203
4.A.2.a.4.I07.D07,Hors finance,3.135,0.0137628436089052,6.64321230265668
4.A.2.a.4.I07.D08,Finance,3.59466666666667,0.122119560082002,6.51725446681346
4.A.2.a.4.I07.D09,Hors finance,3.384,0.0942857494998131,6.62094375177706
4.A.2.a.4.I07.D11,Hors finance,3.34333333333333,0.0150980448545452,6.49962835949103
4.A.2.a.4.I07.D12,Hors finance,3.54052631578947,0.0816526915602957,6.41582523723097
4.A.2.a.4.I07.D13,Hors finance,3.10227272727273,0.0378991738185523,6.61251614713668
4.A.2.a.4.I07.D14,Hors finance,3.51729166666667,0.87979491308867,6.57212786213598
4.A.2.a.4.I07.D15,Hors finance,3.58217391304348,0.0163305383120591,6.2869643837851
4.A.2.a.4.I08.D01,Hors finance,3.88333333333333,0.0752848086964738,6.66499592556223
4.A.2.a.4.I09.D01,Hors finance,2.9425,0.0137628436089052,6.66891057328989
4.A.2.a.4.I09.D02,Hors finance,3.24916666666667,0.00256769470315395,6.60854570933067
4.A.2.a.4.I09.D03,Hors finance,3.152,0.00914099314322806,6.58501217790289
4.A.2.a.4.I09.D04,Finance,3.40071428571429,0.0705602504426706,6.68495503528742
4.A.2.a.4.I10.D01,Hors finance,4.463,0.0354341869035245,6.22277960945331
4.A.2.a.4.I10.D04,Hors finance,4.07625,0.0180765707102038,6.24553666028676
4.A.2.a.4.I10.D05,Hors finance,3.77204545454546,0.021465927718367,6.43883227690404
4.A.2.a.4.I10.D06,Hors finance,3.9621052631579,0.480467032854167,6.22982458816748
4.A.2.a.4.I11.D01,Finance,3.52222222222222,0.00523809719443406,6.71043362380314
4.A.2.a.4.I11.D02,Finance,3.60083333333333,0.0243417457858995,6.58088152746445
4.A.2.a.4.I11.D03,Finance,3.379375,0.128076611793319,6.64536240881585
4.A.2.a.4.I11.D04,Finance,3.53970588235294,0.382689218558065,6.67768681077191
4.A.2.a.4.I11.D05,Finance,3.5655,0.022082174447124,6.47658085300296
4.A.2.a.4.I11.D06,Finance,3.272,0.0134547202445267,6.61852744928771
4.A.2.a.4.I11.D07,Finance,3.73545454545455,0.115648969430054,6.48840043612914
4.A.2.a.4.I12.D02,Hors finance,3.666875,0.0852474641447112,6.53965339968476
4.A.2.a.4.I12.D04,Hors finance,3.79357142857143,0.0135574280326529,6.24086267310182
4.A.2.a.4.I12.D05,Hors finance,3.71083333333333,0.0158169993714283,5.72666529101411
4.A.2.b.1.I01.D02,Finance,3.51566666666667,0.0168440772526899,6.33864286760633
4.A.2.b.1.I01.D03,Finance,3.31866666666667,0.0383100049710569,6.42943462685339
4.A.2.b.1.I01.D04,Hors finance,3.6275,0.0272175638534319,5.81262825443178
4.A.2.b.1.I01.D05,Hors finance,3.29769230769231,0.00174603239814469,6.2035678475682
4.A.2.b.1.I01.D06,Finance,3.35363636363636,0.0430345632248602,6.58327460579548
4.A.2.b.1.I01.D07,Finance,3.39575,0.101372586880518,6.26723471204936
4.A.2.b.1.I02.D01,Hors finance,3.78666666666667,0.0177684473458253,6.33306036004808
4.A.2.b.1.I02.D02,Hors finance,3.9536,0.0260877781840441,5.75710061884834
4.A.2.b.1.I02.D03,Hors finance,3.936,0.00164332461001853,5.89873469849555
